Date,AAPL,GOOG,IBM,MSFT
2011-05-13,48.642857,263.06402599999996,169.919998,25.030001000000002
2011-05-16,47.614284999999995,257.534973,168.860001,24.57
2011-05-17,48.02,263.516083,170.5,24.52
2011-05-18,48.552856,263.193176,170.440002,24.690001000000002
2011-05-19,48.647144,263.908539,170.58999599999999,24.719998999999998
2011-05-20,47.888573,260.321869,170.16000400000001,24.49
2011-05-23,47.771427,257.520081,168.259995,24.17
2011-05-24,47.455715000000005,257.45550499999996,167.990005,24.15
2011-05-25,48.111427,258.15594500000003,167.75,24.190001000000002
2011-05-26,47.857143,257.39092999999997,167.179993,24.67
2011-05-27,48.201427,258.766968,167.5,24.76
2011-05-31,49.689999,262.80072,168.929993,25.01
2011-06-01,49.35857,261.101776,166.559998,24.43
2011-06-02,49.442856,262.323822,166.08999599999999,24.219998999999998
2011-06-03,49.062859,259.849915,165.050003,23.91
2011-06-06,48.291428,258.846466,164.75,24.01
2011-06-07,47.434284000000005,257.838013,163.690002,24.059998999999998
2011-06-08,47.462856,257.907562,164.33999599999999,23.940001000000002
2011-06-09,47.355713,256.69543500000003,164.83999599999999,23.959999
2011-06-10,46.557144,253.10876499999998,163.179993,23.709999
2011-06-13,46.657143,250.73422200000002,163.169998,24.040001
2011-06-14,47.491428000000006,252.54245,164.119995,24.219998999999998
2011-06-15,46.67857,249.84996,162.330002,23.74
2011-06-16,46.451427,248.568298,162.669998,24.0
2011-06-17,45.751427,240.942902,164.440002,24.26
2011-06-20,45.045715,240.724319,165.020004,24.469998999999998
2011-06-21,46.471428,244.90712000000002,166.220001,24.76
2011-06-22,46.087143,241.931473,165.679993,24.65
2011-06-23,47.318573,238.55841099999998,166.119995,24.629998999999998
2011-06-24,46.621429,235.90565499999997,165.070007,24.299999
2011-06-27,47.434284000000005,239.840073,167.619995,25.200001
2011-06-28,47.894287,245.230011,170.009995,25.799999
2011-06-29,47.720001,247.17735299999998,170.53999299999998,25.620001000000002
2011-06-30,47.952858,251.553879,171.550003,26.0
2011-07-01,49.037144,258.831543,174.53999299999998,26.02
2011-07-05,49.918571,264.49969500000003,175.429993,26.030001000000002
2011-07-06,50.251427,265.950256,177.71000700000002,26.33
2011-07-07,51.028572,271.533936,176.479996,26.77
2011-07-08,51.387142,264.276154,176.490005,26.92
2011-07-11,50.57143,261.936371,174.990005,26.629998999999998
2011-07-12,50.535713,265.279602,174.050003,26.540001
2011-07-13,51.145714,267.390869,174.320007,26.629998999999998
2011-07-14,51.110001000000004,262.760986,174.229996,26.469998999999998
2011-07-15,52.131428,296.879089,175.53999299999998,26.780001000000002
2011-07-18,53.400002,295.54776,175.279999,26.59
2011-07-19,53.835712,299.328156,185.21000700000002,27.540001
2011-07-20,55.271427,295.75143399999996,183.649994,27.059998999999998
2011-07-21,55.327144999999994,301.533813,184.899994,27.1
2011-07-22,56.185715,307.117493,185.179993,27.530001000000002
2011-07-25,56.92856999999999,307.490082,183.699997,27.91
2011-07-26,57.630001,309.248627,182.929993,28.08
2011-07-27,56.084286,301.648071,181.350006,27.33
2011-07-28,55.974284999999995,303.496063,181.800003,27.719998999999998
2011-07-29,55.782856,299.89447,181.850006,27.4
2011-08-01,56.67856999999999,301.42453,180.75,27.27
2011-08-02,55.55857099999999,294.28595,178.050003,26.799999
2011-08-03,56.08142900000001,298.642609,178.830002,26.92
2011-08-04,53.91,286.894043,171.479996,25.940001000000002
2011-08-05,53.374287,287.649109,172.979996,25.68
2011-08-08,50.458572,271.245819,166.220001,24.48
2011-08-09,53.43,284.852325,170.610001,25.58
2011-08-10,51.955715000000005,272.73114,162.53999299999998,24.200001
2011-08-11,53.385715000000005,279.24874900000003,166.729996,25.190001000000002
2011-08-12,53.855713,280.063446,168.199997,25.1
2011-08-15,54.77285799999999,276.814575,172.990005,25.51
2011-08-16,54.354286,267.758484,171.240005,25.35
2011-08-17,54.348572,264.85238599999997,171.479996,25.25
2011-08-18,52.292858,250.808731,163.830002,24.67
2011-08-19,50.861427,243.87384,157.53999299999998,24.049999
2011-08-22,50.919998,247.47541800000002,158.979996,23.98
2011-08-23,53.371429000000006,257.733704,164.320007,24.719998999999998
2011-08-24,53.740002000000004,259.954254,166.759995,24.9
2011-08-25,53.388573,258.339752,165.580002,24.57
2011-08-26,54.797142,261.727722,169.139999,25.25
2011-08-29,55.709998999999996,267.798218,172.619995,25.84
2011-08-30,55.712856,268.602997,172.509995,26.23
2011-08-31,54.975716000000006,268.732147,171.91000400000001,26.6
2011-09-01,54.432857999999996,264.52948,170.330002,26.209999
2011-09-02,53.435715,260.724243,166.979996,25.799999
2011-09-06,54.248573,259.402832,165.110001,25.51
2011-09-07,54.847141,265.28955099999996,167.309998,26.0
2011-09-08,54.877143999999994,265.751556,165.25,26.219998999999998
2011-09-09,53.925713,260.729218,161.369995,25.74
2011-09-12,54.277142000000005,263.347168,162.419998,25.889999
2011-09-13,54.945713,263.049133,163.429993,26.040001
2011-09-14,55.614284999999995,264.31588700000003,167.240005,26.5
2011-09-15,56.137142000000004,269.526978,170.08999599999999,26.99
2011-09-16,57.214287,271.573669,172.990005,27.120001000000002
2011-09-19,58.804287,271.568695,173.130005,27.209999
2011-09-20,59.064285,271.54882799999996,174.720001,26.98
2011-09-21,58.877143999999994,267.85784900000004,173.020004,25.99
2011-09-22,57.402859,258.647736,168.619995,25.059998999999998
2011-09-23,57.757141000000004,261.057068,169.33999599999999,25.059998999999998
2011-09-26,57.595715000000006,264.226471,174.509995,25.440001000000002
2011-09-27,57.037144,267.92739900000004,177.71000700000002,25.67
2011-09-28,56.715714,262.711304,177.550003,25.58
2011-09-29,55.795715,262.045654,179.169998,25.450001
2011-09-30,54.474284999999995,255.855911,174.869995,24.889999
2011-10-03,53.514286,246.15896600000002,173.28999299999998,24.530001000000002
2011-10-04,53.214287,249.328354,174.740005,25.34
2011-10-05,54.035713,250.719315,176.850006,25.889999
2011-10-06,53.91,255.691971,181.690002,26.34
2011-10-07,52.828571,255.89564500000003,182.389999,26.25
2011-10-10,55.544284999999995,266.849396,186.619995,26.940001000000002
2011-10-11,57.184284,269.834991,185.0,27.0
2011-10-12,57.455715000000005,272.477783,186.119995,26.959999
2011-10-13,58.347141,277.688904,186.820007,27.18
2011-10-14,60.285713,293.92828399999996,190.529999,27.27
2011-10-17,59.998573,289.323242,186.58999599999999,26.98
2011-10-18,60.32,293.347046,178.899994,27.309998999999998
2011-10-19,56.945713,288.473755,177.389999,27.129998999999998
2011-10-20,56.472857999999995,289.949158,177.25,27.040001
2011-10-21,56.124287,293.337128,181.630005,27.16
2011-10-24,57.967144,296.282959,182.25,27.190001000000002
2011-10-25,56.824287,289.69580099999996,180.360001,26.809998999999998
2011-10-26,57.228573,291.26062,181.970001,26.59
2011-10-27,57.812858999999996,297.400696,185.880005,27.25
2011-10-28,57.849998,298.130951,187.449997,26.98
2011-10-31,57.825714000000005,294.40518199999997,184.630005,26.629998999999998
2011-11-01,56.644287,287.455383,181.350006,25.99
2011-11-02,56.77285799999999,290.52044700000005,183.919998,26.01
2011-11-03,57.58142900000001,296.81948900000003,187.300003,26.530001000000002
2011-11-04,57.17714300000001,296.14386,186.380005,26.25
2011-11-07,57.104286,302.199493,187.320007,26.799999
2011-11-08,58.032856,304.191528,187.25,27.16
2011-11-09,56.468571,298.533325,182.240005,26.200001
2011-11-10,55.031429,295.61731000000003,183.350006,26.280001000000002
2011-11-11,54.945713,302.209412,187.380005,26.91
2011-11-14,54.18,304.519409,187.350006,26.76
2011-11-15,55.547142,306.287903,188.75,26.74
2011-11-16,54.967144,303.759338,186.619995,26.07
2011-11-17,53.915714,298.49359100000004,185.729996,25.540001
2011-11-18,53.562858999999996,295.517944,185.240005,25.299999
2011-11-21,52.715714,288.592987,181.479996,25.0
2011-11-22,53.787144,288.12600699999996,181.309998,24.790001
